"claims","total_cost","payout","cost_if_insured","cost_if_uninsured"
1,369.585242881652,119.585242881652,925,369.585242881652
1,195.476515491606,0,870.476515491606,195.476515491606
1,168.85846249263,0,843.85846249263,168.85846249263
0,0,0,675,0
1,694.730775065779,444.730775065779,925,694.730775065779
0,0,0,675,0
1,860.228201739596,610.228201739596,925,860.228201739596
0,0,0,675,0
1,1159.23432714694,909.234327146935,925,1159.23432714694
3,1271.187004118,1021.187004118,925,1271.187004118
0,0,0,675,0
0,0,0,675,0
1,271.743361224162,21.7433612241619,925,271.743361224162
1,112.844882593396,0,787.844882593396,112.844882593396
0,0,0,675,0
1,745.297922110425,495.297922110425,925,745.297922110425
1,407.168625176207,157.168625176207,925,407.168625176207
0,0,0,675,0
1,665.322489413181,415.322489413181,925,665.322489413181
1,561.326775456954,311.326775456954,925,561.326775456954
0,0,0,675,0
1,253.212725464877,3.21272546487717,925,253.212725464877
2,1196.28687590376,946.286875903756,925,1196.28687590376
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
2,1603.15951265079,1353.15951265079,925,1603.15951265079
1,120.553228247844,0,795.553228247844,120.553228247844
1,243.137627311777,0,918.137627311777,243.137627311777
1,557.514350118692,307.514350118692,925,557.514350118692
3,483.571112625539,233.571112625539,925,483.571112625539
1,680.852227830551,430.852227830551,925,680.852227830551
2,670.906857842232,420.906857842232,925,670.906857842232
0,0,0,675,0
1,408.896195253091,158.896195253091,925,408.896195253091
0,0,0,675,0
1,1121.88995941749,871.889959417485,925,1121.88995941749
1,246.149163090572,0,921.149163090572,246.149163090572
1,341.056986984973,91.0569869849732,925,341.056986984973
0,0,0,675,0
1,782.17368247489,532.17368247489,925,782.17368247489
0,0,0,675,0
1,486.155642377969,236.155642377969,925,486.155642377969
0,0,0,675,0
2,304.593416509522,54.5934165095223,925,304.593416509522
3,1435.14957297555,1185.14957297555,925,1435.14957297555
0,0,0,675,0
2,1122.73835276374,872.738352763737,925,1122.73835276374
2,1078.46169419161,828.461694191614,925,1078.46169419161
0,0,0,675,0
0,0,0,675,0
3,754.429483153403,504.429483153403,925,754.429483153403
0,0,0,675,0
0,0,0,675,0
2,355.110926081088,105.110926081088,925,355.110926081088
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
1,1349.13896099108,1099.13896099108,925,1349.13896099108
0,0,0,675,0
0,0,0,675,0
1,317.034775469671,67.0347754696706,925,317.034775469671
2,1279.67579016153,1029.67579016153,925,1279.67579016153
0,0,0,675,0
1,324.855262818724,74.855262818724,925,324.855262818724
1,582.09243148254,332.09243148254,925,582.09243148254
0,0,0,675,0
0,0,0,675,0
2,858.123540099973,608.123540099973,925,858.123540099973
1,356.116781227054,106.116781227054,925,356.116781227054
1,719.308186235534,469.308186235534,925,719.308186235534
1,128.891778582018,0,803.891778582018,128.891778582018
1,535.90791304058,285.90791304058,925,535.90791304058
1,246.39451925178,0,921.39451925178,246.39451925178
1,182.212416696184,0,857.212416696184,182.212416696184
0,0,0,675,0
0,0,0,675,0
1,401.566582232765,151.566582232765,925,401.566582232765
1,179.89373070611,0,854.89373070611,179.89373070611
1,215.595462718807,0,890.595462718807,215.595462718807
0,0,0,675,0
1,560.541881514907,310.541881514907,925,560.541881514907
0,0,0,675,0
0,0,0,675,0
1,141.026399164462,0,816.026399164462,141.026399164462
0,0,0,675,0
2,1096.21194812616,846.211948126163,925,1096.21194812616
0,0,0,675,0
1,561.177788709253,311.177788709253,925,561.177788709253
0,0,0,675,0
1,343.392530205771,93.3925302057711,925,343.392530205771
2,372.787040109541,122.787040109541,925,372.787040109541
1,316.275806800913,66.2758068009127,925,316.275806800913
1,144.654195793695,0,819.654195793695,144.654195793695
0,0,0,675,0
1,298.767400959054,48.7674009590543,925,298.767400959054
0,0,0,675,0
1,296.806589325517,46.8065893255166,925,296.806589325517
0,0,0,675,0
0,0,0,675,0
1,1813.21875987169,1563.21875987169,925,1813.21875987169
1,368.342687696504,118.342687696504,925,368.342687696504
1,109.036655292628,0,784.036655292628,109.036655292628
0,0,0,675,0
1,363.1697265042,113.1697265042,925,363.1697265042
0,0,0,675,0
1,433.979079264289,183.979079264289,925,433.979079264289
0,0,0,675,0
2,486.671361480442,236.671361480442,925,486.671361480442
0,0,0,675,0
2,773.84670863232,523.84670863232,925,773.84670863232
0,0,0,675,0
0,0,0,675,0
2,910.636582702488,660.636582702488,925,910.636582702488
1,511.830286210969,261.830286210969,925,511.830286210969
2,838.505591991085,588.505591991085,925,838.505591991085
0,0,0,675,0
2,1197.90424305463,947.904243054627,925,1197.90424305463
2,352.475393874089,102.475393874089,925,352.475393874089
0,0,0,675,0
1,274.363486334714,24.3634863347141,925,274.363486334714
1,416.628822621564,166.628822621564,925,416.628822621564
2,346.644103267951,96.6441032679508,925,346.644103267951
0,0,0,675,0
0,0,0,675,0
1,249.66980243947,0,924.66980243947,249.66980243947
1,415.758169151335,165.758169151335,925,415.758169151335
0,0,0,675,0
2,380.935876883785,130.935876883785,925,380.935876883785
2,1466.51459349188,1216.51459349188,925,1466.51459349188
0,0,0,675,0
1,709.857225740957,459.857225740957,925,709.857225740957
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
2,627.137386763887,377.137386763887,925,627.137386763887
0,0,0,675,0
0,0,0,675,0
1,779.475531724948,529.475531724948,925,779.475531724948
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
1,237.835650878989,0,912.835650878989,237.835650878989
0,0,0,675,0
0,0,0,675,0
1,100.059755816009,0,775.059755816009,100.059755816009
0,0,0,675,0
1,202.362625991725,0,877.362625991725,202.362625991725
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
2,969.498528640133,719.498528640133,925,969.498528640133
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
1,354.541034656346,104.541034656346,925,354.541034656346
0,0,0,675,0
1,384.506591322743,134.506591322743,925,384.506591322743
0,0,0,675,0
0,0,0,675,0
1,938.277628122047,688.277628122047,925,938.277628122047
0,0,0,675,0
1,150.681433469817,0,825.681433469817,150.681433469817
1,1130.99758579738,880.997585797376,925,1130.99758579738
0,0,0,675,0
0,0,0,675,0
1,492.787797807404,242.787797807404,925,492.787797807404
0,0,0,675,0
0,0,0,675,0
1,159.591825162715,0,834.591825162714,159.591825162715
1,144.235978947576,0,819.235978947576,144.235978947576
1,382.54608087521,132.54608087521,925,382.54608087521
0,0,0,675,0
0,0,0,675,0
1,247.207755873314,0,922.207755873314,247.207755873314
1,499.340460654166,249.340460654166,925,499.340460654166
1,840.116858037019,590.116858037019,925,840.116858037019
0,0,0,675,0
1,525.680266254098,275.680266254098,925,525.680266254098
1,93.3973147421115,0,768.397314742111,93.3973147421115
0,0,0,675,0
3,1238.14301556883,988.143015568831,925,1238.14301556883
2,647.830411187061,397.830411187061,925,647.830411187061
0,0,0,675,0
2,810.39175667149,560.39175667149,925,810.39175667149
0,0,0,675,0
1,158.111621881014,0,833.111621881014,158.111621881014
2,832.879058275402,582.879058275402,925,832.879058275402
1,134.108328149812,0,809.108328149812,134.108328149812
1,263.59834174324,13.5983417432396,925,263.59834174324
0,0,0,675,0
2,703.098364479177,453.098364479177,925,703.098364479177
0,0,0,675,0
1,566.581020277383,316.581020277383,925,566.581020277383
0,0,0,675,0
1,1312.64651082429,1062.64651082429,925,1312.64651082429
1,500.570765603669,250.570765603669,925,500.570765603669
1,260.061902399592,10.0619023995922,925,260.061902399592
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
1,393.418221127115,143.418221127115,925,393.418221127115
0,0,0,675,0
1,191.327720406411,0,866.327720406411,191.327720406411
2,590.011810992382,340.011810992382,925,590.011810992382
3,1092.64765250276,842.647652502762,925,1092.64765250276
0,0,0,675,0
1,623.987820831469,373.987820831469,925,623.987820831469
0,0,0,675,0
2,2129.89513677494,1879.89513677494,925,2129.89513677494
0,0,0,675,0
1,195.682836474334,0,870.682836474334,195.682836474334
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
1,143.653749827887,0,818.653749827887,143.653749827887
0,0,0,675,0
3,1331.22620667739,1081.22620667739,925,1331.22620667739
0,0,0,675,0
1,514.013667007379,264.013667007379,925,514.013667007379
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
3,1139.63746285317,889.637462853168,925,1139.63746285317
2,826.635128460513,576.635128460513,925,826.635128460513
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
1,927.607584837562,677.607584837562,925,927.607584837562
1,434.319442136239,184.319442136239,925,434.319442136239
0,0,0,675,0
1,313.137351358908,63.1373513589082,925,313.137351358908
1,147.673150821369,0,822.673150821369,147.673150821369
1,329.829213329266,79.8292133292661,925,329.829213329266
1,516.546178300852,266.546178300852,925,516.546178300852
0,0,0,675,0
0,0,0,675,0
1,591.461898409228,341.461898409228,925,591.461898409228
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
1,536.53021166326,286.53021166326,925,536.53021166326
0,0,0,675,0
0,0,0,675,0
1,300.01298637428,50.01298637428,925,300.01298637428
1,265.286485784826,15.286485784826,925,265.286485784826
0,0,0,675,0
1,622.134020292703,372.134020292703,925,622.134020292703
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
1,882.833432530623,632.833432530623,925,882.833432530623
1,837.23874185256,587.23874185256,925,837.23874185256
0,0,0,675,0
1,441.615465030129,191.615465030129,925,441.615465030129
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
2,895.689371511711,645.689371511711,925,895.689371511711
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
2,650.325525072745,400.325525072745,925,650.325525072745
0,0,0,675,0
0,0,0,675,0
1,763.056325067752,513.056325067752,925,763.056325067752
0,0,0,675,0
2,565.359066991942,315.359066991942,925,565.359066991942
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
3,1114.90622241968,864.906222419679,925,1114.90622241968
0,0,0,675,0
1,338.033384864132,88.0333848641323,925,338.033384864132
0,0,0,675,0
1,297.565889143397,47.565889143397,925,297.565889143397
1,544.22849415163,294.22849415163,925,544.22849415163
1,914.801818183539,664.801818183539,925,914.801818183539
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
1,212.66197073632,0,887.66197073632,212.66197073632
1,952.0263995639,702.0263995639,925,952.0263995639
1,222.425900866948,0,897.425900866948,222.425900866948
1,472.935393081912,222.935393081912,925,472.935393081912
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
1,264.162780460088,14.162780460088,925,264.162780460088
1,143.778271062968,0,818.778271062968,143.778271062968
0,0,0,675,0
0,0,0,675,0
2,2080.37590891214,1830.37590891214,925,2080.37590891214
0,0,0,675,0
1,512.291490218855,262.291490218855,925,512.291490218855
1,96.1347776472411,0,771.134777647241,96.1347776472411
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
1,591.094163492807,341.094163492807,925,591.094163492807
3,519.022667860063,269.022667860063,925,519.022667860063
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
2,409.07909748335,159.07909748335,925,409.07909748335
1,261.81988512905,11.8198851290495,925,261.81988512905
0,0,0,675,0
0,0,0,675,0
1,148.894039690756,0,823.894039690756,148.894039690756
0,0,0,675,0
1,499.159084336156,249.159084336156,925,499.159084336156
2,596.402675930874,346.402675930874,925,596.402675930874
0,0,0,675,0
2,1662.22971914914,1412.22971914914,925,1662.22971914914
0,0,0,675,0
0,0,0,675,0
3,2334.33327670941,2084.33327670941,925,2334.33327670941
2,2080.52193696155,1830.52193696155,925,2080.52193696155
0,0,0,675,0
0,0,0,675,0
2,549.631446677243,299.631446677243,925,549.631446677243
2,444.142095432103,194.142095432103,925,444.142095432103
0,0,0,675,0
0,0,0,675,0
1,585.843993136196,335.843993136196,925,585.843993136196
0,0,0,675,0
0,0,0,675,0
3,1923.76689047608,1673.76689047608,925,1923.76689047608
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
1,419.363100916092,169.363100916092,925,419.363100916092
0,0,0,675,0
1,368.741592032803,118.741592032803,925,368.741592032803
1,330.822968590348,80.8229685903481,925,330.822968590348
1,390.49452292753,140.49452292753,925,390.49452292753
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
1,649.169159523217,399.169159523217,925,649.169159523217
0,0,0,675,0
0,0,0,675,0
1,131.609184438759,0,806.609184438759,131.609184438759
1,443.865856392768,193.865856392768,925,443.865856392768
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
2,2413.4684526003,2163.4684526003,925,2413.4684526003
1,159.469136952571,0,834.469136952571,159.469136952571
1,276.128570821829,26.1285708218294,925,276.128570821829
1,290.332015291187,40.3320152911867,925,290.332015291187
0,0,0,675,0
1,566.788569040927,316.788569040927,925,566.788569040927
1,653.464948548743,403.464948548743,925,653.464948548743
0,0,0,675,0
3,2185.13454667919,1935.13454667919,925,2185.13454667919
0,0,0,675,0
1,110.495992224171,0,785.495992224171,110.495992224171
1,662.904149049272,412.904149049272,925,662.904149049272
2,586.085034882759,336.085034882759,925,586.085034882759
0,0,0,675,0
0,0,0,675,0
1,1132.9107727173,882.910772717303,925,1132.9107727173
1,165.600242569872,0,840.600242569872,165.600242569872
1,128.639365749246,0,803.639365749246,128.639365749246
0,0,0,675,0
0,0,0,675,0
1,718.651393909157,468.651393909157,925,718.651393909157
2,925.51849227558,675.51849227558,925,925.51849227558
1,467.901651325819,217.901651325819,925,467.901651325819
1,297.881723619523,47.8817236195226,925,297.881723619523
1,275.815306662144,25.8153066621439,925,275.815306662144
1,336.317878563987,86.3178785639867,925,336.317878563987
4,2097.16197152635,1847.16197152635,925,2097.16197152635
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
1,230.519791473218,0,905.519791473218,230.519791473218
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
1,166.646676492246,0,841.646676492246,166.646676492246
2,633.43068737304,383.43068737304,925,633.43068737304
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
1,232.588958199488,0,907.588958199488,232.588958199488
0,0,0,675,0
0,0,0,675,0
1,467.580652189507,217.580652189507,925,467.580652189507
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
1,288.574775833318,38.5747758333176,925,288.574775833318
0,0,0,675,0
0,0,0,675,0
1,252.259137162686,2.25913716268627,925,252.259137162686
0,0,0,675,0
3,1494.3436905603,1244.3436905603,925,1494.3436905603
0,0,0,675,0
1,521.64885311335,271.64885311335,925,521.64885311335
1,325.898723992561,75.8987239925612,925,325.898723992561
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
1,113.442219380355,0,788.442219380355,113.442219380355
2,1418.86905248301,1168.86905248301,925,1418.86905248301
1,1419.52949832741,1169.52949832741,925,1419.52949832741
0,0,0,675,0
2,816.766442881823,566.766442881823,925,816.766442881823
2,811.968384820908,561.968384820908,925,811.968384820908
0,0,0,675,0
2,592.233066203726,342.233066203726,925,592.233066203726
2,859.206200313921,609.206200313921,925,859.206200313921
2,581.419076801093,331.419076801093,925,581.419076801093
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
1,301.326413837749,51.3264138377488,925,301.326413837749
2,568.342469442154,318.342469442154,925,568.342469442154
0,0,0,675,0
1,459.900062195688,209.900062195688,925,459.900062195688
1,1638.67048218907,1388.67048218907,925,1638.67048218907
0,0,0,675,0
1,80.0331957565755,0,755.033195756576,80.0331957565755
1,512.93676774987,262.93676774987,925,512.93676774987
1,153.757271564397,0,828.757271564397,153.757271564397
4,1690.7226155081,1440.7226155081,925,1690.7226155081
0,0,0,675,0
0,0,0,675,0
1,194.931296747853,0,869.931296747853,194.931296747853
1,402.817961338028,152.817961338028,925,402.817961338028
1,1932.91109759692,1682.91109759692,925,1932.91109759692
1,481.211157748277,231.211157748277,925,481.211157748277
2,248.801349217436,0,923.801349217436,248.801349217436
1,525.386703359567,275.386703359567,925,525.386703359567
0,0,0,675,0
2,429.32520795281,179.32520795281,925,429.32520795281
0,0,0,675,0
1,97.9678566873251,0,772.967856687325,97.9678566873251
1,176.824133122557,0,851.824133122557,176.824133122557
0,0,0,675,0
1,376.355884155447,126.355884155447,925,376.355884155447
1,385.303411224661,135.303411224661,925,385.303411224661
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
3,922.677306078589,672.677306078589,925,922.677306078589
1,899.50207509883,649.50207509883,925,899.50207509883
3,679.413268406954,429.413268406954,925,679.413268406954
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
3,739.665031123264,489.665031123264,925,739.665031123264
1,256.343003076266,6.34300307626592,925,256.343003076266
1,810.259826595003,560.259826595003,925,810.259826595003
1,791.887171098076,541.887171098076,925,791.887171098076
0,0,0,675,0
1,424.694445550232,174.694445550232,925,424.694445550232
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
1,384.206962568337,134.206962568337,925,384.206962568337
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
2,919.194626095831,669.194626095831,925,919.194626095831
0,0,0,675,0
3,1043.74862991197,793.748629911972,925,1043.74862991197
2,720.834099655082,470.834099655082,925,720.834099655082
1,234.717109669276,0,909.717109669276,234.717109669276
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
2,628.121839955092,378.121839955092,925,628.121839955092
0,0,0,675,0
0,0,0,675,0
1,263.435297342359,13.4352973423594,925,263.435297342359
0,0,0,675,0
0,0,0,675,0
1,174.190541244569,0,849.190541244569,174.190541244569
2,362.462011678699,112.462011678699,925,362.462011678699
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
1,560.963064862966,310.963064862966,925,560.963064862966
1,625.670325939337,375.670325939337,925,625.670325939337
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
2,917.884111209592,667.884111209592,925,917.884111209592
0,0,0,675,0
0,0,0,675,0
1,433.697404128779,183.697404128779,925,433.697404128779
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
1,96.9053216465354,0,771.905321646535,96.9053216465354
2,442.11980393444,192.11980393444,925,442.11980393444
0,0,0,675,0
1,338.328542787739,88.3285427877388,925,338.328542787739
0,0,0,675,0
1,188.422716559546,0,863.422716559546,188.422716559546
0,0,0,675,0
2,1282.16168006644,1032.16168006644,925,1282.16168006644
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
2,765.321929378704,515.321929378704,925,765.321929378704
2,555.895524956584,305.895524956584,925,555.895524956584
1,548.481455685305,298.481455685305,925,548.481455685305
3,2682.31118161588,2432.31118161588,925,2682.31118161588
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
1,164.413741451521,0,839.413741451521,164.413741451521
0,0,0,675,0
0,0,0,675,0
2,357.37677529134,107.37677529134,925,357.37677529134
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
2,466.764132643009,216.764132643009,925,466.764132643009
0,0,0,675,0
0,0,0,675,0
1,407.543979318677,157.543979318677,925,407.543979318677
2,480.32573209777,230.32573209777,925,480.32573209777
1,1238.42799758137,988.427997581369,925,1238.42799758137
1,205.236107294675,0,880.236107294675,205.236107294675
2,1553.44399554238,1303.44399554238,925,1553.44399554238
1,250.517511050966,0.517511050966192,925,250.517511050966
1,865.237733794277,615.237733794277,925,865.237733794277
1,582.443593222717,332.443593222717,925,582.443593222717
1,137.934161771197,0,812.934161771197,137.934161771197
1,592.878298653981,342.878298653981,925,592.878298653981
2,454.503104221585,204.503104221585,925,454.503104221585
0,0,0,675,0
0,0,0,675,0
1,283.035260516049,33.0352605160487,925,283.035260516049
0,0,0,675,0
0,0,0,675,0
1,360.85408753507,110.85408753507,925,360.85408753507
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
1,387.773312089141,137.773312089141,925,387.773312089141
0,0,0,675,0
1,544.042828126889,294.042828126889,925,544.042828126889
2,1037.44673531714,787.446735317143,925,1037.44673531714
0,0,0,675,0
1,76.530793118652,0,751.530793118652,76.530793118652
0,0,0,675,0
1,539.110036825862,289.110036825862,925,539.110036825862
0,0,0,675,0
1,287.180277359335,37.1802773593351,925,287.180277359335
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
1,519.474722033331,269.474722033331,925,519.474722033331
0,0,0,675,0
0,0,0,675,0
1,391.262846043335,141.262846043335,925,391.262846043335
1,235.112071146088,0,910.112071146088,235.112071146088
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
2,1183.57802386812,933.578023868119,925,1183.57802386812
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
1,739.923396082094,489.923396082094,925,739.923396082094
2,872.092833070524,622.092833070524,925,872.092833070524
1,205.067978924122,0,880.067978924122,205.067978924122
1,193.124900658718,0,868.124900658718,193.124900658718
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
1,182.62563902232,0,857.62563902232,182.62563902232
0,0,0,675,0
0,0,0,675,0
1,699.829203785725,449.829203785725,925,699.829203785725
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
2,1565.49112585332,1315.49112585332,925,1565.49112585332
1,454.905639051041,204.905639051041,925,454.905639051041
0,0,0,675,0
2,846.475792016666,596.475792016666,925,846.475792016666
1,169.982381210553,0,844.982381210553,169.982381210553
0,0,0,675,0
1,307.191102027342,57.1911020273421,925,307.191102027342
0,0,0,675,0
1,579.629731288794,329.629731288794,925,579.629731288794
0,0,0,675,0
0,0,0,675,0
1,345.748964353661,95.7489643536609,925,345.748964353661
1,120.174932217863,0,795.174932217863,120.174932217863
0,0,0,675,0
1,473.070343553437,223.070343553437,925,473.070343553437
2,707.024036858062,457.024036858062,925,707.024036858062
2,1042.70080588749,792.700805887487,925,1042.70080588749
0,0,0,675,0
0,0,0,675,0
1,136.137912464149,0,811.137912464149,136.137912464149
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
1,358.473478999666,108.473478999666,925,358.473478999666
0,0,0,675,0
1,501.831968496303,251.831968496303,925,501.831968496303
1,263.759181372338,13.7591813723384,925,263.759181372338
2,1031.24867455776,781.248674557763,925,1031.24867455776
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
2,595.605708257998,345.605708257998,925,595.605708257998
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
1,68.1589315760454,0,743.158931576045,68.1589315760454
1,292.137994538706,42.1379945387058,925,292.137994538706
1,85.3444986700563,0,760.344498670056,85.3444986700563
0,0,0,675,0
1,239.101594638302,0,914.101594638302,239.101594638302
0,0,0,675,0
0,0,0,675,0
1,224.868431111643,0,899.868431111643,224.868431111643
1,711.373120731756,461.373120731756,925,711.373120731756
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
2,2323.30367903119,2073.30367903119,925,2323.30367903119
2,386.267827286429,136.267827286429,925,386.267827286429
0,0,0,675,0
0,0,0,675,0
1,461.785797568916,211.785797568916,925,461.785797568916
0,0,0,675,0
0,0,0,675,0
1,123.467394623844,0,798.467394623844,123.467394623844
0,0,0,675,0
1,251.00944428475,1.00944428475037,925,251.00944428475
1,423.149058342123,173.149058342123,925,423.149058342123
1,990.942955811067,740.942955811067,925,990.942955811067
0,0,0,675,0
1,1129.58452394126,879.58452394126,925,1129.58452394126
0,0,0,675,0
1,457.688316292804,207.688316292804,925,457.688316292804
0,0,0,675,0
0,0,0,675,0
2,997.359855895326,747.359855895326,925,997.359855895326
0,0,0,675,0
1,258.455937728737,8.45593772873667,925,258.455937728737
1,1190.89829395451,940.898293954508,925,1190.89829395451
0,0,0,675,0
1,396.002382977613,146.002382977613,925,396.002382977613
0,0,0,675,0
0,0,0,675,0
1,360.542167141957,110.542167141957,925,360.542167141957
1,479.38083677059,229.38083677059,925,479.38083677059
0,0,0,675,0
1,183.033932929499,0,858.033932929499,183.033932929499
1,1083.93813335461,833.93813335461,925,1083.93813335461
1,394.203941325771,144.203941325771,925,394.203941325771
1,54.7326282629595,0,729.73262826296,54.7326282629595
0,0,0,675,0
2,1044.92605696414,794.926056964141,925,1044.92605696414
0,0,0,675,0
0,0,0,675,0
1,272.427668246941,22.4276682469413,925,272.427668246941
1,880.334049047873,630.334049047873,925,880.334049047873
0,0,0,675,0
0,0,0,675,0
3,832.468251963834,582.468251963834,925,832.468251963834
0,0,0,675,0
1,292.204131670795,42.2041316707949,925,292.204131670795
0,0,0,675,0
0,0,0,675,0
1,830.760885025692,580.760885025692,925,830.760885025692
2,369.558686899708,119.558686899708,925,369.558686899708
1,607.840271015848,357.840271015848,925,607.840271015848
0,0,0,675,0
0,0,0,675,0
1,820.637724245301,570.637724245301,925,820.637724245301
0,0,0,675,0
1,483.459755993102,233.459755993102,925,483.459755993102
1,199.778990222993,0,874.778990222993,199.778990222993
0,0,0,675,0
1,362.718791844079,112.718791844079,925,362.718791844079
2,1164.55170736356,914.551707363556,925,1164.55170736356
0,0,0,675,0
1,1049.49840880378,799.498408803783,925,1049.49840880378
0,0,0,675,0
3,1381.39743896348,1131.39743896348,925,1381.39743896348
2,729.766496729653,479.766496729653,925,729.766496729653
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
1,187.764560790494,0,862.764560790494,187.764560790494
0,0,0,675,0
1,967.357000219555,717.357000219555,925,967.357000219555
0,0,0,675,0
0,0,0,675,0
2,580.159318924395,330.159318924395,925,580.159318924395
0,0,0,675,0
0,0,0,675,0
2,951.186593319612,701.186593319612,925,951.186593319612
1,393.191122504196,143.191122504196,925,393.191122504196
1,775.791144143874,525.791144143874,925,775.791144143874
1,1274.3902649389,1024.3902649389,925,1274.3902649389
0,0,0,675,0
0,0,0,675,0
2,553.645588767823,303.645588767823,925,553.645588767823
0,0,0,675,0
1,169.228117292335,0,844.228117292335,169.228117292335
0,0,0,675,0
2,770.968397308265,520.968397308265,925,770.968397308265
1,228.393949083891,0,903.393949083891,228.393949083891
0,0,0,675,0
0,0,0,675,0
2,1031.42128532549,781.42128532549,925,1031.42128532549
0,0,0,675,0
1,80.8096168715741,0,755.809616871574,80.8096168715741
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
2,435.673235203686,185.673235203686,925,435.673235203686
1,249.399730105417,0,924.399730105417,249.399730105417
2,666.291031865264,416.291031865264,925,666.291031865264
1,1097.55290548523,847.552905485234,925,1097.55290548523
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
1,104.197618997833,0,779.197618997833,104.197618997833
1,252.558743879088,2.55874387908844,925,252.558743879088
0,0,0,675,0
0,0,0,675,0
1,257.778635538908,7.77863553890847,925,257.778635538908
0,0,0,675,0
1,553.481699674325,303.481699674325,925,553.481699674325
0,0,0,675,0
2,1760.71262407004,1510.71262407004,925,1760.71262407004
0,0,0,675,0
0,0,0,675,0
1,262.808164713662,12.8081647136615,925,262.808164713662
1,403.296937200866,153.296937200866,925,403.296937200866
2,1555.47042135869,1305.47042135869,925,1555.47042135869
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
1,336.412621592293,86.4126215922931,925,336.412621592293
2,599.963286394455,349.963286394455,925,599.963286394455
1,78.1771731235984,0,753.177173123598,78.1771731235984
0,0,0,675,0
1,75.4489975204746,0,750.448997520475,75.4489975204746
0,0,0,675,0
1,1512.09582403485,1262.09582403485,925,1512.09582403485
0,0,0,675,0
1,315.953861428464,65.9538614284644,925,315.953861428464
1,213.256404652329,0,888.256404652329,213.256404652329
1,584.661607863964,334.661607863964,925,584.661607863964
0,0,0,675,0
